Variation #,Input,Weight,Bias,Running Mean,Running Var,Momentum,Eps
346,"Tensor<[1, 192, 8, 8]> input = ?",Optional[Tensor]<[192]> weight = ?,Optional[Tensor]<[192]> bias = ?,Tensor<[192]> running_mean = ?,Tensor<[192]> running_var = ?,float momentum = 0.1,float eps = 0.001
347,"Tensor<[1, 320, 17, 17]> input = ?",Optional[Tensor]<[320]> weight = ?,Optional[Tensor]<[320]> bias = ?,Tensor<[320]> running_mean = ?,Tensor<[320]> running_var = ?,float momentum = 0.1,float eps = 0.001
348,"Tensor<[1, 320, 8, 8]> input = ?",Optional[Tensor]<[320]> weight = ?,Optional[Tensor]<[320]> bias = ?,Tensor<[320]> running_mean = ?,Tensor<[320]> running_var = ?,float momentum = 0.1,float eps = 0.001
349,"Tensor<[1, 256, 8, 8]> input = ?",Optional[Tensor]<[256]> weight = ?,Optional[Tensor]<[256]> bias = ?,Tensor<[256]> running_mean = ?,Tensor<[256]> running_var = ?,float momentum = 0.1,float eps = 0.001
350,"Tensor<[1, 384, 8, 8]> input = ?",Optional[Tensor]<[384]> weight = ?,Optional[Tensor]<[384]> bias = ?,Tensor<[384]> running_mean = ?,Tensor<[384]> running_var = ?,float momentum = 0.1,float eps = 0.001
351,"Tensor<[1, 448, 8, 8]> input = ?",Optional[Tensor]<[448]> weight = ?,Optional[Tensor]<[448]> bias = ?,Tensor<[448]> running_mean = ?,Tensor<[448]> running_var = ?,float momentum = 0.1,float eps = 0.001
352,"Tensor<[1, 512, 8, 8]> input = ?",Optional[Tensor]<[512]> weight = ?,Optional[Tensor]<[512]> bias = ?,Tensor<[512]> running_mean = ?,Tensor<[512]> running_var = ?,float momentum = 0.1,float eps = 0.001
353,"Tensor<[1, 144, 28, 28]> input = ?",Optional[Tensor]<[144]> weight = ?,Optional[Tensor]<[144]> bias = ?,Tensor<[144]> running_mean = ?,Tensor<[144]> running_var = ?,float momentum = 0.1,float eps = 1e-05
354,"Tensor<[1, 32, 28, 28]> input = ?",Optional[Tensor]<[32]> weight = ?,Optional[Tensor]<[32]> bias = ?,Tensor<[32]> running_mean = ?,Tensor<[32]> running_var = ?,float momentum = 0.1,float eps = 1e-05
355,"Tensor<[1, 64, 14, 14]> input = ?",Optional[Tensor]<[64]> weight = ?,Optional[Tensor]<[64]> bias = ?,Tensor<[64]> running_mean = ?,Tensor<[64]> running_var = ?,float momentum = 0.1,float eps = 1e-05
356,"Tensor<[1, 96, 14, 14]> input = ?",Optional[Tensor]<[96]> weight = ?,Optional[Tensor]<[96]> bias = ?,Tensor<[96]> running_mean = ?,Tensor<[96]> running_var = ?,float momentum = 0.1,float eps = 1e-05
357,"Tensor<[1, 320, 7, 7]> input = ?",Optional[Tensor]<[320]> weight = ?,Optional[Tensor]<[320]> bias = ?,Tensor<[320]> running_mean = ?,Tensor<[320]> running_var = ?,float momentum = 0.1,float eps = 1e-05
358,"Tensor<[1, 16, 112, 112]> input = ?",Optional[Tensor]<[16]> weight = ?,Optional[Tensor]<[16]> bias = ?,Tensor<[16]> running_mean = ?,Tensor<[16]> running_var = ?,float momentum = 0.01,float eps = 0.001
359,"Tensor<[1, 64, 112, 112]> input = ?",Optional[Tensor]<[64]> weight = ?,Optional[Tensor]<[64]> bias = ?,Tensor<[64]> running_mean = ?,Tensor<[64]> running_var = ?,float momentum = 0.01,float eps = 0.001
360,"Tensor<[1, 64, 56, 56]> input = ?",Optional[Tensor]<[64]> weight = ?,Optional[Tensor]<[64]> bias = ?,Tensor<[64]> running_mean = ?,Tensor<[64]> running_var = ?,float momentum = 0.01,float eps = 0.001
361,"Tensor<[1, 24, 56, 56]> input = ?",Optional[Tensor]<[24]> weight = ?,Optional[Tensor]<[24]> bias = ?,Tensor<[24]> running_mean = ?,Tensor<[24]> running_var = ?,float momentum = 0.01,float eps = 0.001
362,"Tensor<[1, 72, 56, 56]> input = ?",Optional[Tensor]<[72]> weight = ?,Optional[Tensor]<[72]> bias = ?,Tensor<[72]> running_mean = ?,Tensor<[72]> running_var = ?,float momentum = 0.01,float eps = 0.001
363,"Tensor<[1, 72, 28, 28]> input = ?",Optional[Tensor]<[72]> weight = ?,Optional[Tensor]<[72]> bias = ?,Tensor<[72]> running_mean = ?,Tensor<[72]> running_var = ?,float momentum = 0.01,float eps = 0.001
364,"Tensor<[1, 40, 28, 28]> input = ?",Optional[Tensor]<[40]> weight = ?,Optional[Tensor]<[40]> bias = ?,Tensor<[40]> running_mean = ?,Tensor<[40]> running_var = ?,float momentum = 0.01,float eps = 0.001
365,"Tensor<[1, 120, 28, 28]> input = ?",Optional[Tensor]<[120]> weight = ?,Optional[Tensor]<[120]> bias = ?,Tensor<[120]> running_mean = ?,Tensor<[120]> running_var = ?,float momentum = 0.01,float eps = 0.001
366,"Tensor<[1, 240, 28, 28]> input = ?",Optional[Tensor]<[240]> weight = ?,Optional[Tensor]<[240]> bias = ?,Tensor<[240]> running_mean = ?,Tensor<[240]> running_var = ?,float momentum = 0.01,float eps = 0.001
367,"Tensor<[1, 240, 14, 14]> input = ?",Optional[Tensor]<[240]> weight = ?,Optional[Tensor]<[240]> bias = ?,Tensor<[240]> running_mean = ?,Tensor<[240]> running_var = ?,float momentum = 0.01,float eps = 0.001
368,"Tensor<[1, 80, 14, 14]> input = ?",Optional[Tensor]<[80]> weight = ?,Optional[Tensor]<[80]> bias = ?,Tensor<[80]> running_mean = ?,Tensor<[80]> running_var = ?,float momentum = 0.01,float eps = 0.001
369,"Tensor<[1, 200, 14, 14]> input = ?",Optional[Tensor]<[200]> weight = ?,Optional[Tensor]<[200]> bias = ?,Tensor<[200]> running_mean = ?,Tensor<[200]> running_var = ?,float momentum = 0.01,float eps = 0.001
370,"Tensor<[1, 184, 14, 14]> input = ?",Optional[Tensor]<[184]> weight = ?,Optional[Tensor]<[184]> bias = ?,Tensor<[184]> running_mean = ?,Tensor<[184]> running_var = ?,float momentum = 0.01,float eps = 0.001
371,"Tensor<[1, 480, 14, 14]> input = ?",Optional[Tensor]<[480]> weight = ?,Optional[Tensor]<[480]> bias = ?,Tensor<[480]> running_mean = ?,Tensor<[480]> running_var = ?,float momentum = 0.01,float eps = 0.001
372,"Tensor<[1, 112, 14, 14]> input = ?",Optional[Tensor]<[112]> weight = ?,Optional[Tensor]<[112]> bias = ?,Tensor<[112]> running_mean = ?,Tensor<[112]> running_var = ?,float momentum = 0.01,float eps = 0.001
373,"Tensor<[1, 672, 14, 14]> input = ?",Optional[Tensor]<[672]> weight = ?,Optional[Tensor]<[672]> bias = ?,Tensor<[672]> running_mean = ?,Tensor<[672]> running_var = ?,float momentum = 0.01,float eps = 0.001
374,"Tensor<[1, 672, 7, 7]> input = ?",Optional[Tensor]<[672]> weight = ?,Optional[Tensor]<[672]> bias = ?,Tensor<[672]> running_mean = ?,Tensor<[672]> running_var = ?,float momentum = 0.01,float eps = 0.001
375,"Tensor<[1, 160, 7, 7]> input = ?",Optional[Tensor]<[160]> weight = ?,Optional[Tensor]<[160]> bias = ?,Tensor<[160]> running_mean = ?,Tensor<[160]> running_var = ?,float momentum = 0.01,float eps = 0.001
376,"Tensor<[1, 960, 7, 7]> input = ?",Optional[Tensor]<[960]> weight = ?,Optional[Tensor]<[960]> bias = ?,Tensor<[960]> running_mean = ?,Tensor<[960]> running_var = ?,float momentum = 0.01,float eps = 0.001
377,"Tensor<[1, 16, 56, 56]> input = ?",Optional[Tensor]<[16]> weight = ?,Optional[Tensor]<[16]> bias = ?,Tensor<[16]> running_mean = ?,Tensor<[16]> running_var = ?,float momentum = 0.01,float eps = 0.001
378,"Tensor<[1, 24, 28, 28]> input = ?",Optional[Tensor]<[24]> weight = ?,Optional[Tensor]<[24]> bias = ?,Tensor<[24]> running_mean = ?,Tensor<[24]> running_var = ?,float momentum = 0.01,float eps = 0.001
379,"Tensor<[1, 88, 28, 28]> input = ?",Optional[Tensor]<[88]> weight = ?,Optional[Tensor]<[88]> bias = ?,Tensor<[88]> running_mean = ?,Tensor<[88]> running_var = ?,float momentum = 0.01,float eps = 0.001
380,"Tensor<[1, 96, 28, 28]> input = ?",Optional[Tensor]<[96]> weight = ?,Optional[Tensor]<[96]> bias = ?,Tensor<[96]> running_mean = ?,Tensor<[96]> running_var = ?,float momentum = 0.01,float eps = 0.001
381,"Tensor<[1, 96, 14, 14]> input = ?",Optional[Tensor]<[96]> weight = ?,Optional[Tensor]<[96]> bias = ?,Tensor<[96]> running_mean = ?,Tensor<[96]> running_var = ?,float momentum = 0.01,float eps = 0.001
382,"Tensor<[1, 40, 14, 14]> input = ?",Optional[Tensor]<[40]> weight = ?,Optional[Tensor]<[40]> bias = ?,Tensor<[40]> running_mean = ?,Tensor<[40]> running_var = ?,float momentum = 0.01,float eps = 0.001
383,"Tensor<[1, 120, 14, 14]> input = ?",Optional[Tensor]<[120]> weight = ?,Optional[Tensor]<[120]> bias = ?,Tensor<[120]> running_mean = ?,Tensor<[120]> running_var = ?,float momentum = 0.01,float eps = 0.001
384,"Tensor<[1, 48, 14, 14]> input = ?",Optional[Tensor]<[48]> weight = ?,Optional[Tensor]<[48]> bias = ?,Tensor<[48]> running_mean = ?,Tensor<[48]> running_var = ?,float momentum = 0.01,float eps = 0.001
385,"Tensor<[1, 144, 14, 14]> input = ?",Optional[Tensor]<[144]> weight = ?,Optional[Tensor]<[144]> bias = ?,Tensor<[144]> running_mean = ?,Tensor<[144]> running_var = ?,float momentum = 0.01,float eps = 0.001
386,"Tensor<[1, 288, 14, 14]> input = ?",Optional[Tensor]<[288]> weight = ?,Optional[Tensor]<[288]> bias = ?,Tensor<[288]> running_mean = ?,Tensor<[288]> running_var = ?,float momentum = 0.01,float eps = 0.001
387,"Tensor<[1, 288, 7, 7]> input = ?",Optional[Tensor]<[288]> weight = ?,Optional[Tensor]<[288]> bias = ?,Tensor<[288]> running_mean = ?,Tensor<[288]> running_var = ?,float momentum = 0.01,float eps = 0.001
388,"Tensor<[1, 96, 7, 7]> input = ?",Optional[Tensor]<[96]> weight = ?,Optional[Tensor]<[96]> bias = ?,Tensor<[96]> running_mean = ?,Tensor<[96]> running_var = ?,float momentum = 0.01,float eps = 0.001
389,"Tensor<[1, 576, 7, 7]> input = ?",Optional[Tensor]<[576]> weight = ?,Optional[Tensor]<[576]> bias = ?,Tensor<[576]> running_mean = ?,Tensor<[576]> running_var = ?,float momentum = 0.01,float eps = 0.001
390,"Tensor<[1, 256, 112, 112]> input = ?",Optional[Tensor]<[256]> weight = ?,Optional[Tensor]<[256]> bias = ?,Tensor<[256]> running_mean = ?,Tensor<[256]> running_var = ?,float momentum = 0.1,float eps = 1e-05
391,"Tensor<[1, 512, 56, 56]> input = ?",Optional[Tensor]<[512]> weight = ?,Optional[Tensor]<[512]> bias = ?,Tensor<[512]> running_mean = ?,Tensor<[512]> running_var = ?,float momentum = 0.1,float eps = 1e-05
392,"Tensor<[1, 896, 28, 28]> input = ?",Optional[Tensor]<[896]> weight = ?,Optional[Tensor]<[896]> bias = ?,Tensor<[896]> running_mean = ?,Tensor<[896]> running_var = ?,float momentum = 0.1,float eps = 1e-05
393,"Tensor<[1, 2048, 14, 14]> input = ?",Optional[Tensor]<[2048]> weight = ?,Optional[Tensor]<[2048]> bias = ?,Tensor<[2048]> running_mean = ?,Tensor<[2048]> running_var = ?,float momentum = 0.1,float eps = 1e-05
394,"Tensor<[1, 72, 56, 56]> input = ?",Optional[Tensor]<[72]> weight = ?,Optional[Tensor]<[72]> bias = ?,Tensor<[72]> running_mean = ?,Tensor<[72]> running_var = ?,float momentum = 0.1,float eps = 1e-05
395,"Tensor<[1, 72, 112, 112]> input = ?",Optional[Tensor]<[72]> weight = ?,Optional[Tensor]<[72]> bias = ?,Tensor<[72]> running_mean = ?,Tensor<[72]> running_var = ?,float momentum = 0.1,float eps = 1e-05
396,"Tensor<[1, 168, 56, 56]> input = ?",Optional[Tensor]<[168]> weight = ?,Optional[Tensor]<[168]> bias = ?,Tensor<[168]> running_mean = ?,Tensor<[168]> running_var = ?,float momentum = 0.1,float eps = 1e-05
397,"Tensor<[1, 408, 14, 14]> input = ?",Optional[Tensor]<[408]> weight = ?,Optional[Tensor]<[408]> bias = ?,Tensor<[408]> running_mean = ?,Tensor<[408]> running_var = ?,float momentum = 0.1,float eps = 1e-05
398,"Tensor<[1, 408, 28, 28]> input = ?",Optional[Tensor]<[408]> weight = ?,Optional[Tensor]<[408]> bias = ?,Tensor<[408]> running_mean = ?,Tensor<[408]> running_var = ?,float momentum = 0.1,float eps = 1e-05
399,"Tensor<[1, 912, 7, 7]> input = ?",Optional[Tensor]<[912]> weight = ?,Optional[Tensor]<[912]> bias = ?,Tensor<[912]> running_mean = ?,Tensor<[912]> running_var = ?,float momentum = 0.1,float eps = 1e-05
400,"Tensor<[1, 336, 112, 112]> input = ?",Optional[Tensor]<[336]> weight = ?,Optional[Tensor]<[336]> bias = ?,Tensor<[336]> running_mean = ?,Tensor<[336]> running_var = ?,float momentum = 0.1,float eps = 1e-05
401,"Tensor<[1, 672, 56, 56]> input = ?",Optional[Tensor]<[672]> weight = ?,Optional[Tensor]<[672]> bias = ?,Tensor<[672]> running_mean = ?,Tensor<[672]> running_var = ?,float momentum = 0.1,float eps = 1e-05
402,"Tensor<[1, 1344, 28, 28]> input = ?",Optional[Tensor]<[1344]> weight = ?,Optional[Tensor]<[1344]> bias = ?,Tensor<[1344]> running_mean = ?,Tensor<[1344]> running_var = ?,float momentum = 0.1,float eps = 1e-05
403,"Tensor<[1, 2520, 7, 7]> input = ?",Optional[Tensor]<[2520]> weight = ?,Optional[Tensor]<[2520]> bias = ?,Tensor<[2520]> running_mean = ?,Tensor<[2520]> running_var = ?,float momentum = 0.1,float eps = 1e-05
404,"Tensor<[1, 2520, 14, 14]> input = ?",Optional[Tensor]<[2520]> weight = ?,Optional[Tensor]<[2520]> bias = ?,Tensor<[2520]> running_mean = ?,Tensor<[2520]> running_var = ?,float momentum = 0.1,float eps = 1e-05
405,"Tensor<[1, 1008, 7, 7]> input = ?",Optional[Tensor]<[1008]> weight = ?,Optional[Tensor]<[1008]> bias = ?,Tensor<[1008]> running_mean = ?,Tensor<[1008]> running_var = ?,float momentum = 0.1,float eps = 1e-05
406,"Tensor<[1, 160, 14, 14]> input = ?",Optional[Tensor]<[160]> weight = ?,Optional[Tensor]<[160]> bias = ?,Tensor<[160]> running_mean = ?,Tensor<[160]> running_var = ?,float momentum = 0.1,float eps = 1e-05
407,"Tensor<[1, 400, 7, 7]> input = ?",Optional[Tensor]<[400]> weight = ?,Optional[Tensor]<[400]> bias = ?,Tensor<[400]> running_mean = ?,Tensor<[400]> running_var = ?,float momentum = 0.1,float eps = 1e-05
408,"Tensor<[1, 400, 14, 14]> input = ?",Optional[Tensor]<[400]> weight = ?,Optional[Tensor]<[400]> bias = ?,Tensor<[400]> running_mean = ?,Tensor<[400]> running_var = ?,float momentum = 0.1,float eps = 1e-05
409,"Tensor<[1, 80, 56, 56]> input = ?",Optional[Tensor]<[80]> weight = ?,Optional[Tensor]<[80]> bias = ?,Tensor<[80]> running_mean = ?,Tensor<[80]> running_var = ?,float momentum = 0.1,float eps = 1e-05
410,"Tensor<[1, 80, 112, 112]> input = ?",Optional[Tensor]<[80]> weight = ?,Optional[Tensor]<[80]> bias = ?,Tensor<[80]> running_mean = ?,Tensor<[80]> running_var = ?,float momentum = 0.1,float eps = 1e-05
411,"Tensor<[1, 32, 192, 192]> input = ?",Optional[Tensor]<[32]> weight = ?,Optional[Tensor]<[32]> bias = ?,Tensor<[32]> running_mean = ?,Tensor<[32]> running_var = ?,float momentum = 0.1,float eps = 1e-05
412,"Tensor<[1, 528, 96, 96]> input = ?",Optional[Tensor]<[528]> weight = ?,Optional[Tensor]<[528]> bias = ?,Tensor<[528]> running_mean = ?,Tensor<[528]> running_var = ?,float momentum = 0.1,float eps = 1e-05
413,"Tensor<[1, 528, 192, 192]> input = ?",Optional[Tensor]<[528]> weight = ?,Optional[Tensor]<[528]> bias = ?,Tensor<[528]> running_mean = ?,Tensor<[528]> running_var = ?,float momentum = 0.1,float eps = 1e-05
414,"Tensor<[1, 1056, 48, 48]> input = ?",Optional[Tensor]<[1056]> weight = ?,Optional[Tensor]<[1056]> bias = ?,Tensor<[1056]> running_mean = ?,Tensor<[1056]> running_var = ?,float momentum = 0.1,float eps = 1e-05
415,"Tensor<[1, 1056, 96, 96]> input = ?",Optional[Tensor]<[1056]> weight = ?,Optional[Tensor]<[1056]> bias = ?,Tensor<[1056]> running_mean = ?,Tensor<[1056]> running_var = ?,float momentum = 0.1,float eps = 1e-05
416,"Tensor<[1, 2904, 24, 24]> input = ?",Optional[Tensor]<[2904]> weight = ?,Optional[Tensor]<[2904]> bias = ?,Tensor<[2904]> running_mean = ?,Tensor<[2904]> running_var = ?,float momentum = 0.1,float eps = 1e-05
417,"Tensor<[1, 2904, 48, 48]> input = ?",Optional[Tensor]<[2904]> weight = ?,Optional[Tensor]<[2904]> bias = ?,Tensor<[2904]> running_mean = ?,Tensor<[2904]> running_var = ?,float momentum = 0.1,float eps = 1e-05
418,"Tensor<[1, 7392, 12, 12]> input = ?",Optional[Tensor]<[7392]> weight = ?,Optional[Tensor]<[7392]> bias = ?,Tensor<[7392]> running_mean = ?,Tensor<[7392]> running_var = ?,float momentum = 0.1,float eps = 1e-05
419,"Tensor<[1, 7392, 24, 24]> input = ?",Optional[Tensor]<[7392]> weight = ?,Optional[Tensor]<[7392]> bias = ?,Tensor<[7392]> running_mean = ?,Tensor<[7392]> running_var = ?,float momentum = 0.1,float eps = 1e-05
420,"Tensor<[1, 224, 112, 112]> input = ?",Optional[Tensor]<[224]> weight = ?,Optional[Tensor]<[224]> bias = ?,Tensor<[224]> running_mean = ?,Tensor<[224]> running_var = ?,float momentum = 0.1,float eps = 1e-05
421,"Tensor<[1, 448, 56, 56]> input = ?",Optional[Tensor]<[448]> weight = ?,Optional[Tensor]<[448]> bias = ?,Tensor<[448]> running_mean = ?,Tensor<[448]> running_var = ?,float momentum = 0.1,float eps = 1e-05
422,"Tensor<[1, 1232, 14, 14]> input = ?",Optional[Tensor]<[1232]> weight = ?,Optional[Tensor]<[1232]> bias = ?,Tensor<[1232]> running_mean = ?,Tensor<[1232]> running_var = ?,float momentum = 0.1,float eps = 1e-05
423,"Tensor<[1, 1232, 28, 28]> input = ?",Optional[Tensor]<[1232]> weight = ?,Optional[Tensor]<[1232]> bias = ?,Tensor<[1232]> running_mean = ?,Tensor<[1232]> running_var = ?,float momentum = 0.1,float eps = 1e-05
424,"Tensor<[1, 3024, 7, 7]> input = ?",Optional[Tensor]<[3024]> weight = ?,Optional[Tensor]<[3024]> bias = ?,Tensor<[3024]> running_mean = ?,Tensor<[3024]> running_var = ?,float momentum = 0.1,float eps = 1e-05
425,"Tensor<[1, 3024, 14, 14]> input = ?",Optional[Tensor]<[3024]> weight = ?,Optional[Tensor]<[3024]> bias = ?,Tensor<[3024]> running_mean = ?,Tensor<[3024]> running_var = ?,float momentum = 0.1,float eps = 1e-05
426,"Tensor<[1, 48, 112, 112]> input = ?",Optional[Tensor]<[48]> weight = ?,Optional[Tensor]<[48]> bias = ?,Tensor<[48]> running_mean = ?,Tensor<[48]> running_var = ?,float momentum = 0.1,float eps = 1e-05
427,"Tensor<[1, 120, 56, 56]> input = ?",Optional[Tensor]<[120]> weight = ?,Optional[Tensor]<[120]> bias = ?,Tensor<[120]> running_mean = ?,Tensor<[120]> running_var = ?,float momentum = 0.1,float eps = 1e-05
428,"Tensor<[1, 888, 7, 7]> input = ?",Optional[Tensor]<[888]> weight = ?,Optional[Tensor]<[888]> bias = ?,Tensor<[888]> running_mean = ?,Tensor<[888]> running_var = ?,float momentum = 0.1,float eps = 1e-05
429,"Tensor<[1, 888, 14, 14]> input = ?",Optional[Tensor]<[888]> weight = ?,Optional[Tensor]<[888]> bias = ?,Tensor<[888]> running_mean = ?,Tensor<[888]> running_var = ?,float momentum = 0.1,float eps = 1e-05
430,"Tensor<[1, 232, 56, 56]> input = ?",Optional[Tensor]<[232]> weight = ?,Optional[Tensor]<[232]> bias = ?,Tensor<[232]> running_mean = ?,Tensor<[232]> running_var = ?,float momentum = 0.1,float eps = 1e-05
431,"Tensor<[1, 232, 112, 112]> input = ?",Optional[Tensor]<[232]> weight = ?,Optional[Tensor]<[232]> bias = ?,Tensor<[232]> running_mean = ?,Tensor<[232]> running_var = ?,float momentum = 0.1,float eps = 1e-05
432,"Tensor<[1, 696, 28, 28]> input = ?",Optional[Tensor]<[696]> weight = ?,Optional[Tensor]<[696]> bias = ?,Tensor<[696]> running_mean = ?,Tensor<[696]> running_var = ?,float momentum = 0.1,float eps = 1e-05
433,"Tensor<[1, 696, 56, 56]> input = ?",Optional[Tensor]<[696]> weight = ?,Optional[Tensor]<[696]> bias = ?,Tensor<[696]> running_mean = ?,Tensor<[696]> running_var = ?,float momentum = 0.1,float eps = 1e-05
434,"Tensor<[1, 1392, 28, 28]> input = ?",Optional[Tensor]<[1392]> weight = ?,Optional[Tensor]<[1392]> bias = ?,Tensor<[1392]> running_mean = ?,Tensor<[1392]> running_var = ?,float momentum = 0.1,float eps = 1e-05
435,"Tensor<[1, 3712, 7, 7]> input = ?",Optional[Tensor]<[3712]> weight = ?,Optional[Tensor]<[3712]> bias = ?,Tensor<[3712]> running_mean = ?,Tensor<[3712]> running_var = ?,float momentum = 0.1,float eps = 1e-05
436,"Tensor<[1, 3712, 14, 14]> input = ?",Optional[Tensor]<[3712]> weight = ?,Optional[Tensor]<[3712]> bias = ?,Tensor<[3712]> running_mean = ?,Tensor<[3712]> running_var = ?,float momentum = 0.1,float eps = 1e-05
437,"Tensor<[1, 216, 28, 28]> input = ?",Optional[Tensor]<[216]> weight = ?,Optional[Tensor]<[216]> bias = ?,Tensor<[216]> running_mean = ?,Tensor<[216]> running_var = ?,float momentum = 0.1,float eps = 1e-05
438,"Tensor<[1, 216, 56, 56]> input = ?",Optional[Tensor]<[216]> weight = ?,Optional[Tensor]<[216]> bias = ?,Tensor<[216]> running_mean = ?,Tensor<[216]> running_var = ?,float momentum = 0.1,float eps = 1e-05
439,"Tensor<[1, 1512, 7, 7]> input = ?",Optional[Tensor]<[1512]> weight = ?,Optional[Tensor]<[1512]> bias = ?,Tensor<[1512]> running_mean = ?,Tensor<[1512]> running_var = ?,float momentum = 0.1,float eps = 1e-05
440,"Tensor<[1, 1512, 14, 14]> input = ?",Optional[Tensor]<[1512]> weight = ?,Optional[Tensor]<[1512]> bias = ?,Tensor<[1512]> running_mean = ?,Tensor<[1512]> running_var = ?,float momentum = 0.1,float eps = 1e-05
441,"Tensor<[1, 104, 28, 28]> input = ?",Optional[Tensor]<[104]> weight = ?,Optional[Tensor]<[104]> bias = ?,Tensor<[104]> running_mean = ?,Tensor<[104]> running_var = ?,float momentum = 0.1,float eps = 1e-05
442,"Tensor<[1, 104, 56, 56]> input = ?",Optional[Tensor]<[104]> weight = ?,Optional[Tensor]<[104]> bias = ?,Tensor<[104]> running_mean = ?,Tensor<[104]> running_var = ?,float momentum = 0.1,float eps = 1e-05
443,"Tensor<[1, 208, 14, 14]> input = ?",Optional[Tensor]<[208]> weight = ?,Optional[Tensor]<[208]> bias = ?,Tensor<[208]> running_mean = ?,Tensor<[208]> running_var = ?,float momentum = 0.1,float eps = 1e-05
444,"Tensor<[1, 208, 28, 28]> input = ?",Optional[Tensor]<[208]> weight = ?,Optional[Tensor]<[208]> bias = ?,Tensor<[208]> running_mean = ?,Tensor<[208]> running_var = ?,float momentum = 0.1,float eps = 1e-05
445,"Tensor<[1, 440, 7, 7]> input = ?",Optional[Tensor]<[440]> weight = ?,Optional[Tensor]<[440]> bias = ?,Tensor<[440]> running_mean = ?,Tensor<[440]> running_var = ?,float momentum = 0.1,float eps = 1e-05
446,"Tensor<[1, 440, 14, 14]> input = ?",Optional[Tensor]<[440]> weight = ?,Optional[Tensor]<[440]> bias = ?,Tensor<[440]> running_mean = ?,Tensor<[440]> running_var = ?,float momentum = 0.1,float eps = 1e-05
447,"Tensor<[1, 784, 7, 7]> input = ?",Optional[Tensor]<[784]> weight = ?,Optional[Tensor]<[784]> bias = ?,Tensor<[784]> running_mean = ?,Tensor<[784]> running_var = ?,float momentum = 0.1,float eps = 1e-05
448,"Tensor<[1, 784, 14, 14]> input = ?",Optional[Tensor]<[784]> weight = ?,Optional[Tensor]<[784]> bias = ?,Tensor<[784]> running_mean = ?,Tensor<[784]> running_var = ?,float momentum = 0.1,float eps = 1e-05
449,"Tensor<[1, 1024, 28, 28]> input = ?",Optional[Tensor]<[1024]> weight = ?,Optional[Tensor]<[1024]> bias = ?,Tensor<[1024]> running_mean = ?,Tensor<[1024]> running_var = ?,float momentum = 0.1,float eps = 1e-05
450,"Tensor<[1, 64, 400, 544]> input = ?",Optional[Tensor]<[64]> weight = ?,Optional[Tensor]<[64]> bias = ?,Tensor<[64]> running_mean = ?,Tensor<[64]> running_var = ?,float momentum = 0.1,float eps = 1e-05
451,"Tensor<[1, 64, 200, 272]> input = ?",Optional[Tensor]<[64]> weight = ?,Optional[Tensor]<[64]> bias = ?,Tensor<[64]> running_mean = ?,Tensor<[64]> running_var = ?,float momentum = 0.1,float eps = 1e-05
452,"Tensor<[1, 256, 200, 272]> input = ?",Optional[Tensor]<[256]> weight = ?,Optional[Tensor]<[256]> bias = ?,Tensor<[256]> running_mean = ?,Tensor<[256]> running_var = ?,float momentum = 0.1,float eps = 1e-05
453,"Tensor<[1, 128, 200, 272]> input = ?",Optional[Tensor]<[128]> weight = ?,Optional[Tensor]<[128]> bias = ?,Tensor<[128]> running_mean = ?,Tensor<[128]> running_var = ?,float momentum = 0.1,float eps = 1e-05
454,"Tensor<[1, 128, 100, 136]> input = ?",Optional[Tensor]<[128]> weight = ?,Optional[Tensor]<[128]> bias = ?,Tensor<[128]> running_mean = ?,Tensor<[128]> running_var = ?,float momentum = 0.1,float eps = 1e-05
455,"Tensor<[1, 512, 100, 136]> input = ?",Optional[Tensor]<[512]> weight = ?,Optional[Tensor]<[512]> bias = ?,Tensor<[512]> running_mean = ?,Tensor<[512]> running_var = ?,float momentum = 0.1,float eps = 1e-05
456,"Tensor<[1, 256, 100, 136]> input = ?",Optional[Tensor]<[256]> weight = ?,Optional[Tensor]<[256]> bias = ?,Tensor<[256]> running_mean = ?,Tensor<[256]> running_var = ?,float momentum = 0.1,float eps = 1e-05
457,"Tensor<[1, 256, 50, 68]> input = ?",Optional[Tensor]<[256]> weight = ?,Optional[Tensor]<[256]> bias = ?,Tensor<[256]> running_mean = ?,Tensor<[256]> running_var = ?,float momentum = 0.1,float eps = 1e-05
458,"Tensor<[1, 1024, 50, 68]> input = ?",Optional[Tensor]<[1024]> weight = ?,Optional[Tensor]<[1024]> bias = ?,Tensor<[1024]> running_mean = ?,Tensor<[1024]> running_var = ?,float momentum = 0.1,float eps = 1e-05
459,"Tensor<[1, 512, 50, 68]> input = ?",Optional[Tensor]<[512]> weight = ?,Optional[Tensor]<[512]> bias = ?,Tensor<[512]> running_mean = ?,Tensor<[512]> running_var = ?,float momentum = 0.1,float eps = 1e-05
460,"Tensor<[1, 512, 25, 34]> input = ?",Optional[Tensor]<[512]> weight = ?,Optional[Tensor]<[512]> bias = ?,Tensor<[512]> running_mean = ?,Tensor<[512]> running_var = ?,float momentum = 0.1,float eps = 1e-05
461,"Tensor<[1, 2048, 25, 34]> input = ?",Optional[Tensor]<[2048]> weight = ?,Optional[Tensor]<[2048]> bias = ?,Tensor<[2048]> running_mean = ?,Tensor<[2048]> running_var = ?,float momentum = 0.1,float eps = 1e-05
