Variation #,Input,Weight,Bias,Stride,Padding,Dilation,Transposed,Output Padding,Groups
1289,"Tensor<[1, 256, 56, 56]> input = ?","Tensor<[256, 8, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [2, 2]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 32
1290,"Tensor<[1, 256, 28, 28]> input = ?","Tensor<[256, 8, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 32
1291,"Tensor<[1, 512, 28, 28]> input = ?","Tensor<[512, 16, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [2, 2]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 32
1292,"Tensor<[1, 512, 14, 14]> input = ?","Tensor<[1024, 512, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1293,"Tensor<[1, 512, 14, 14]> input = ?","Tensor<[512, 16, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 32
1294,"Tensor<[1, 1024, 14, 14]> input = ?","Tensor<[1024, 32, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [2, 2]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 32
1295,"Tensor<[1, 1024, 7, 7]> input = ?","Tensor<[2048, 1024, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1296,"Tensor<[1, 2048, 7, 7]> input = ?","Tensor<[1024, 2048, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1297,"Tensor<[1, 1024, 7, 7]> input = ?","Tensor<[1024, 32, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 32
1298,"Tensor<[1, 3, 800, 1088]> input = ?","Tensor<[64, 3, 7, 7]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [2, 2]","List[int] padding = [3, 3]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1299,"Tensor<[1, 64, 200, 272]> input = ?","Tensor<[64, 64, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1300,"Tensor<[1, 64, 200, 272]> input = ?","Tensor<[64, 64, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1301,"Tensor<[1, 64, 200, 272]> input = ?","Tensor<[256, 64, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1302,"Tensor<[1, 256, 200, 272]> input = ?","Tensor<[64, 256, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1303,"Tensor<[1, 256, 200, 272]> input = ?","Tensor<[128, 256, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1304,"Tensor<[1, 128, 200, 272]> input = ?","Tensor<[128, 128, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [2, 2]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1305,"Tensor<[1, 128, 100, 136]> input = ?","Tensor<[512, 128, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1306,"Tensor<[1, 256, 200, 272]> input = ?","Tensor<[512, 256, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [2, 2]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1307,"Tensor<[1, 512, 100, 136]> input = ?","Tensor<[128, 512, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1308,"Tensor<[1, 128, 100, 136]> input = ?","Tensor<[128, 128, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1309,"Tensor<[1, 512, 100, 136]> input = ?","Tensor<[256, 512, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1310,"Tensor<[1, 256, 100, 136]> input = ?","Tensor<[256, 256, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [2, 2]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1311,"Tensor<[1, 256, 50, 68]> input = ?","Tensor<[1024, 256, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1312,"Tensor<[1, 512, 100, 136]> input = ?","Tensor<[1024, 512, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [2, 2]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1313,"Tensor<[1, 1024, 50, 68]> input = ?","Tensor<[256, 1024, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1314,"Tensor<[1, 256, 50, 68]> input = ?","Tensor<[256, 256, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1315,"Tensor<[1, 1024, 50, 68]> input = ?","Tensor<[512, 1024, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1316,"Tensor<[1, 512, 50, 68]> input = ?","Tensor<[512, 512, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [2, 2]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1317,"Tensor<[1, 512, 25, 34]> input = ?","Tensor<[2048, 512, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1318,"Tensor<[1, 1024, 50, 68]> input = ?","Tensor<[2048, 1024, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [2, 2]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1319,"Tensor<[1, 2048, 25, 34]> input = ?","Tensor<[512, 2048, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1320,"Tensor<[1, 512, 25, 34]> input = ?","Tensor<[512, 512, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1321,"Tensor<[1, 2048, 25, 34]> input = ?","Tensor<[256, 2048, 1, 1]> weight = ?",Optional[Tensor]<[256]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1322,"Tensor<[1, 256, 25, 34]> input = ?","Tensor<[256, 256, 3, 3]> weight = ?",Optional[Tensor]<[256]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1323,"Tensor<[1, 1024, 50, 68]> input = ?","Tensor<[256, 1024, 1, 1]> weight = ?",Optional[Tensor]<[256]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1324,"Tensor<[1, 256, 50, 68]> input = ?","Tensor<[256, 256, 3, 3]> weight = ?",Optional[Tensor]<[256]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1325,"Tensor<[1, 512, 100, 136]> input = ?","Tensor<[256, 512, 1, 1]> weight = ?",Optional[Tensor]<[256]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1326,"Tensor<[1, 256, 100, 136]> input = ?","Tensor<[256, 256, 3, 3]> weight = ?",Optional[Tensor]<[256]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1327,"Tensor<[1, 256, 25, 34]> input = ?","Tensor<[256, 256, 3, 3]> weight = ?",Optional[Tensor]<[256]> bias = ?,"List[int] stride = [2, 2]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1328,"Tensor<[1, 256, 13, 17]> input = ?","Tensor<[256, 256, 3, 3]> weight = ?",Optional[Tensor]<[256]> bias = ?,"List[int] stride = [2, 2]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1329,"Tensor<[1, 256, 100, 136]> input = ?","Tensor<[819, 256, 3, 3]> weight = ?",Optional[Tensor]<[819]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1330,"Tensor<[1, 256, 50, 68]> input = ?","Tensor<[819, 256, 3, 3]> weight = ?",Optional[Tensor]<[819]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1331,"Tensor<[1, 256, 25, 34]> input = ?","Tensor<[819, 256, 3, 3]> weight = ?",Optional[Tensor]<[819]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1332,"Tensor<[1, 256, 13, 17]> input = ?","Tensor<[256, 256, 3, 3]> weight = ?",Optional[Tensor]<[256]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1333,"Tensor<[1, 256, 13, 17]> input = ?","Tensor<[819, 256, 3, 3]> weight = ?",Optional[Tensor]<[819]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1334,"Tensor<[1, 256, 7, 9]> input = ?","Tensor<[256, 256, 3, 3]> weight = ?",Optional[Tensor]<[256]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1335,"Tensor<[1, 256, 7, 9]> input = ?","Tensor<[819, 256, 3, 3]> weight = ?",Optional[Tensor]<[819]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1336,"Tensor<[1, 256, 100, 136]> input = ?","Tensor<[36, 256, 3, 3]> weight = ?",Optional[Tensor]<[36]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1337,"Tensor<[1, 256, 50, 68]> input = ?","Tensor<[36, 256, 3, 3]> weight = ?",Optional[Tensor]<[36]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1338,"Tensor<[1, 256, 25, 34]> input = ?","Tensor<[36, 256, 3, 3]> weight = ?",Optional[Tensor]<[36]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1339,"Tensor<[1, 256, 13, 17]> input = ?","Tensor<[36, 256, 3, 3]> weight = ?",Optional[Tensor]<[36]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1340,"Tensor<[1, 256, 7, 9]> input = ?","Tensor<[36, 256, 3, 3]> weight = ?",Optional[Tensor]<[36]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1341,"Tensor<[1, 2048, 25, 34]> input = ?","Tensor<[256, 2048, 3, 3]> weight = ?",Optional[Tensor]<[256]> bias = ?,"List[int] stride = [2, 2]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1342,"Tensor<[1, 256, 100, 136]> input = ?","Tensor<[256, 256, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1343,"Tensor<[1, 256, 25, 34]> input = ?","Tensor<[256, 256, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1344,"Tensor<[1, 256, 13, 17]> input = ?","Tensor<[256, 256, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1345,"Tensor<[1, 256, 7, 9]> input = ?","Tensor<[256, 256, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1346,"Tensor<[1, 80, 96]> input = ?","Tensor<[256, 80, 5]> weight = ?",Optional[Tensor] bias = ?,List[int] stride = [1],List[int] padding = [2],List[int] dilation = [1],bool transposed = False,List[int] output_padding = [0],int groups = 1
1347,"Tensor<[1, 256, 96]> input = ?","Tensor<[256, 256, 5]> weight = ?",Optional[Tensor] bias = ?,List[int] stride = [1],List[int] padding = [2],List[int] dilation = [1],bool transposed = False,List[int] output_padding = [0],int groups = 1
1348,"Tensor<[1, 256, 96]> input = ?","Tensor<[80, 256, 5]> weight = ?",Optional[Tensor] bias = ?,List[int] stride = [1],List[int] padding = [2],List[int] dilation = [1],bool transposed = False,List[int] output_padding = [0],int groups = 1
1349,"Tensor<[1, 80, 96]> input = ?","Tensor<[512, 80, 7]> weight = ?",Optional[Tensor]<[512]> bias = ?,List[int] stride = [1],List[int] padding = [3],List[int] dilation = [1],bool transposed = False,List[int] output_padding = [0],int groups = 1
1350,"Tensor<[1, 512, 96]> input = ?","Tensor<[512, 256, 8]> weight = ?",Optional[Tensor]<[256]> bias = ?,List[int] stride = [4],List[int] padding = [2],List[int] dilation = [1],bool transposed = True,List[int] output_padding = [0],int groups = 1
1351,"Tensor<[1, 256, 384]> input = ?","Tensor<[256, 256, 3]> weight = ?",Optional[Tensor]<[256]> bias = ?,List[int] stride = [1],List[int] padding = [1],List[int] dilation = [1],bool transposed = False,List[int] output_padding = [0],int groups = 1
1352,"Tensor<[1, 256, 384]> input = ?","Tensor<[256, 256, 3]> weight = ?",Optional[Tensor]<[256]> bias = ?,List[int] stride = [1],List[int] padding = [3],List[int] dilation = [3],bool transposed = False,List[int] output_padding = [0],int groups = 1
1353,"Tensor<[1, 256, 384]> input = ?","Tensor<[256, 256, 3]> weight = ?",Optional[Tensor]<[256]> bias = ?,List[int] stride = [1],List[int] padding = [5],List[int] dilation = [5],bool transposed = False,List[int] output_padding = [0],int groups = 1
1354,"Tensor<[1, 256, 384]> input = ?","Tensor<[256, 256, 7]> weight = ?",Optional[Tensor]<[256]> bias = ?,List[int] stride = [1],List[int] padding = [3],List[int] dilation = [1],bool transposed = False,List[int] output_padding = [0],int groups = 1
1355,"Tensor<[1, 256, 384]> input = ?","Tensor<[256, 256, 7]> weight = ?",Optional[Tensor]<[256]> bias = ?,List[int] stride = [1],List[int] padding = [9],List[int] dilation = [3],bool transposed = False,List[int] output_padding = [0],int groups = 1
1356,"Tensor<[1, 256, 384]> input = ?","Tensor<[256, 256, 7]> weight = ?",Optional[Tensor]<[256]> bias = ?,List[int] stride = [1],List[int] padding = [15],List[int] dilation = [5],bool transposed = False,List[int] output_padding = [0],int groups = 1
1357,"Tensor<[1, 256, 384]> input = ?","Tensor<[256, 256, 11]> weight = ?",Optional[Tensor]<[256]> bias = ?,List[int] stride = [1],List[int] padding = [5],List[int] dilation = [1],bool transposed = False,List[int] output_padding = [0],int groups = 1
1358,"Tensor<[1, 256, 384]> input = ?","Tensor<[256, 256, 11]> weight = ?",Optional[Tensor]<[256]> bias = ?,List[int] stride = [1],List[int] padding = [15],List[int] dilation = [3],bool transposed = False,List[int] output_padding = [0],int groups = 1
1359,"Tensor<[1, 256, 384]> input = ?","Tensor<[256, 256, 11]> weight = ?",Optional[Tensor]<[256]> bias = ?,List[int] stride = [1],List[int] padding = [25],List[int] dilation = [5],bool transposed = False,List[int] output_padding = [0],int groups = 1
1360,"Tensor<[1, 256, 384]> input = ?","Tensor<[256, 128, 8]> weight = ?",Optional[Tensor]<[128]> bias = ?,List[int] stride = [4],List[int] padding = [2],List[int] dilation = [1],bool transposed = True,List[int] output_padding = [0],int groups = 1
1361,"Tensor<[1, 128, 1536]> input = ?","Tensor<[128, 128, 3]> weight = ?",Optional[Tensor]<[128]> bias = ?,List[int] stride = [1],List[int] padding = [1],List[int] dilation = [1],bool transposed = False,List[int] output_padding = [0],int groups = 1
1362,"Tensor<[1, 128, 1536]> input = ?","Tensor<[128, 128, 3]> weight = ?",Optional[Tensor]<[128]> bias = ?,List[int] stride = [1],List[int] padding = [3],List[int] dilation = [3],bool transposed = False,List[int] output_padding = [0],int groups = 1
1363,"Tensor<[1, 128, 1536]> input = ?","Tensor<[128, 128, 3]> weight = ?",Optional[Tensor]<[128]> bias = ?,List[int] stride = [1],List[int] padding = [5],List[int] dilation = [5],bool transposed = False,List[int] output_padding = [0],int groups = 1
1364,"Tensor<[1, 128, 1536]> input = ?","Tensor<[128, 128, 7]> weight = ?",Optional[Tensor]<[128]> bias = ?,List[int] stride = [1],List[int] padding = [3],List[int] dilation = [1],bool transposed = False,List[int] output_padding = [0],int groups = 1
1365,"Tensor<[1, 128, 1536]> input = ?","Tensor<[128, 128, 7]> weight = ?",Optional[Tensor]<[128]> bias = ?,List[int] stride = [1],List[int] padding = [9],List[int] dilation = [3],bool transposed = False,List[int] output_padding = [0],int groups = 1
1366,"Tensor<[1, 128, 1536]> input = ?","Tensor<[128, 128, 7]> weight = ?",Optional[Tensor]<[128]> bias = ?,List[int] stride = [1],List[int] padding = [15],List[int] dilation = [5],bool transposed = False,List[int] output_padding = [0],int groups = 1
1367,"Tensor<[1, 128, 1536]> input = ?","Tensor<[128, 128, 11]> weight = ?",Optional[Tensor]<[128]> bias = ?,List[int] stride = [1],List[int] padding = [5],List[int] dilation = [1],bool transposed = False,List[int] output_padding = [0],int groups = 1
1368,"Tensor<[1, 128, 1536]> input = ?","Tensor<[128, 128, 11]> weight = ?",Optional[Tensor]<[128]> bias = ?,List[int] stride = [1],List[int] padding = [15],List[int] dilation = [3],bool transposed = False,List[int] output_padding = [0],int groups = 1
1369,"Tensor<[1, 128, 1536]> input = ?","Tensor<[128, 128, 11]> weight = ?",Optional[Tensor]<[128]> bias = ?,List[int] stride = [1],List[int] padding = [25],List[int] dilation = [5],bool transposed = False,List[int] output_padding = [0],int groups = 1
1370,"Tensor<[1, 128, 1536]> input = ?","Tensor<[128, 64, 8]> weight = ?",Optional[Tensor]<[64]> bias = ?,List[int] stride = [4],List[int] padding = [2],List[int] dilation = [1],bool transposed = True,List[int] output_padding = [0],int groups = 1
1371,"Tensor<[1, 64, 6144]> input = ?","Tensor<[64, 64, 3]> weight = ?",Optional[Tensor]<[64]> bias = ?,List[int] stride = [1],List[int] padding = [1],List[int] dilation = [1],bool transposed = False,List[int] output_padding = [0],int groups = 1
1372,"Tensor<[1, 64, 6144]> input = ?","Tensor<[64, 64, 3]> weight = ?",Optional[Tensor]<[64]> bias = ?,List[int] stride = [1],List[int] padding = [3],List[int] dilation = [3],bool transposed = False,List[int] output_padding = [0],int groups = 1
1373,"Tensor<[1, 64, 6144]> input = ?","Tensor<[64, 64, 3]> weight = ?",Optional[Tensor]<[64]> bias = ?,List[int] stride = [1],List[int] padding = [5],List[int] dilation = [5],bool transposed = False,List[int] output_padding = [0],int groups = 1
1374,"Tensor<[1, 64, 6144]> input = ?","Tensor<[64, 64, 7]> weight = ?",Optional[Tensor]<[64]> bias = ?,List[int] stride = [1],List[int] padding = [3],List[int] dilation = [1],bool transposed = False,List[int] output_padding = [0],int groups = 1
1375,"Tensor<[1, 64, 6144]> input = ?","Tensor<[64, 64, 7]> weight = ?",Optional[Tensor]<[64]> bias = ?,List[int] stride = [1],List[int] padding = [9],List[int] dilation = [3],bool transposed = False,List[int] output_padding = [0],int groups = 1
1376,"Tensor<[1, 64, 6144]> input = ?","Tensor<[64, 64, 7]> weight = ?",Optional[Tensor]<[64]> bias = ?,List[int] stride = [1],List[int] padding = [15],List[int] dilation = [5],bool transposed = False,List[int] output_padding = [0],int groups = 1
1377,"Tensor<[1, 64, 6144]> input = ?","Tensor<[64, 64, 11]> weight = ?",Optional[Tensor]<[64]> bias = ?,List[int] stride = [1],List[int] padding = [5],List[int] dilation = [1],bool transposed = False,List[int] output_padding = [0],int groups = 1
1378,"Tensor<[1, 64, 6144]> input = ?","Tensor<[64, 64, 11]> weight = ?",Optional[Tensor]<[64]> bias = ?,List[int] stride = [1],List[int] padding = [15],List[int] dilation = [3],bool transposed = False,List[int] output_padding = [0],int groups = 1
1379,"Tensor<[1, 64, 6144]> input = ?","Tensor<[64, 64, 11]> weight = ?",Optional[Tensor]<[64]> bias = ?,List[int] stride = [1],List[int] padding = [25],List[int] dilation = [5],bool transposed = False,List[int] output_padding = [0],int groups = 1
1380,"Tensor<[1, 64, 6144]> input = ?","Tensor<[64, 32, 8]> weight = ?",Optional[Tensor]<[32]> bias = ?,List[int] stride = [4],List[int] padding = [2],List[int] dilation = [1],bool transposed = True,List[int] output_padding = [0],int groups = 1
1381,"Tensor<[1, 32, 24576]> input = ?","Tensor<[32, 32, 3]> weight = ?",Optional[Tensor]<[32]> bias = ?,List[int] stride = [1],List[int] padding = [1],List[int] dilation = [1],bool transposed = False,List[int] output_padding = [0],int groups = 1
1382,"Tensor<[1, 32, 24576]> input = ?","Tensor<[32, 32, 3]> weight = ?",Optional[Tensor]<[32]> bias = ?,List[int] stride = [1],List[int] padding = [3],List[int] dilation = [3],bool transposed = False,List[int] output_padding = [0],int groups = 1
1383,"Tensor<[1, 32, 24576]> input = ?","Tensor<[32, 32, 3]> weight = ?",Optional[Tensor]<[32]> bias = ?,List[int] stride = [1],List[int] padding = [5],List[int] dilation = [5],bool transposed = False,List[int] output_padding = [0],int groups = 1
1384,"Tensor<[1, 32, 24576]> input = ?","Tensor<[32, 32, 7]> weight = ?",Optional[Tensor]<[32]> bias = ?,List[int] stride = [1],List[int] padding = [3],List[int] dilation = [1],bool transposed = False,List[int] output_padding = [0],int groups = 1
1385,"Tensor<[1, 32, 24576]> input = ?","Tensor<[32, 32, 7]> weight = ?",Optional[Tensor]<[32]> bias = ?,List[int] stride = [1],List[int] padding = [9],List[int] dilation = [3],bool transposed = False,List[int] output_padding = [0],int groups = 1
1386,"Tensor<[1, 32, 24576]> input = ?","Tensor<[32, 32, 7]> weight = ?",Optional[Tensor]<[32]> bias = ?,List[int] stride = [1],List[int] padding = [15],List[int] dilation = [5],bool transposed = False,List[int] output_padding = [0],int groups = 1
1387,"Tensor<[1, 32, 24576]> input = ?","Tensor<[32, 32, 11]> weight = ?",Optional[Tensor]<[32]> bias = ?,List[int] stride = [1],List[int] padding = [5],List[int] dilation = [1],bool transposed = False,List[int] output_padding = [0],int groups = 1
1388,"Tensor<[1, 32, 24576]> input = ?","Tensor<[32, 32, 11]> weight = ?",Optional[Tensor]<[32]> bias = ?,List[int] stride = [1],List[int] padding = [15],List[int] dilation = [3],bool transposed = False,List[int] output_padding = [0],int groups = 1
1389,"Tensor<[1, 32, 24576]> input = ?","Tensor<[32, 32, 11]> weight = ?",Optional[Tensor]<[32]> bias = ?,List[int] stride = [1],List[int] padding = [25],List[int] dilation = [5],bool transposed = False,List[int] output_padding = [0],int groups = 1
1390,"Tensor<[1, 32, 24576]> input = ?","Tensor<[1, 32, 7]> weight = ?",Optional[Tensor]<[1]> bias = ?,List[int] stride = [1],List[int] padding = [3],List[int] dilation = [1],bool transposed = False,List[int] output_padding = [0],int groups = 1
1391,"Tensor<[1, 3, 300, 300]> input = ?","Tensor<[64, 3, 3, 3]> weight = ?",Optional[Tensor]<[64]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
